,Pokemon1,Pokemon2,Bonus_type_poke1,Bonus_type_poke2,Nb_victory_poke1,Nb_victory_poke2,Mean_nb_turn
433,gengar,alolan sandslash,0.0,0.0,59.0,41.0,5.89
434,gengar,cursola,-1.0,1.0,0.0,100.0,5.32
435,drifblim,skarmory,0.0,0.0,78.0,22.0,8.58
436,drifblim,vespiquen,1.0,0.0,85.0,15.0,8.79
437,drifblim,farfetch'd,0.0,0.0,95.0,5.0,6.83
438,drifblim,dodrio,0.0,0.0,80.0,20.0,7.76
439,drifblim,staraptor,0.0,0.0,30.0,70.0,9.72
440,drifblim,swellow,0.0,0.0,37.0,63.0,11.39
441,drifblim,hitmontop,1.0,-1000.0,100.0,0.0,5.72
442,drifblim,noctowl,0.0,0.0,68.0,32.0,12.48
443,drifblim,crobat,0.0,0.0,13.0,87.0,10.35
444,drifblim,fearow,0.0,0.0,82.0,18.0,8.56
445,drifblim,pidgeot,0.0,0.0,53.0,47.0,10.09
446,drifblim,feraligatr,0.0,0.0,57.0,43.0,9.71
447,drifblim,kabutops,0.0,1.0,37.0,63.0,7.01
448,drifblim,dewgong,0.0,1.0,33.0,67.0,12.51
449,drifblim,seaking,0.0,0.0,52.0,48.0,9.66
450,drifblim,huntail,0.0,0.0,89.0,11.0,8.31
451,drifblim,kingdra,0.0,0.0,18.0,82.0,10.4
452,drifblim,lapras,0.0,1.0,8.0,92.0,11.3
453,drifblim,lumineon,0.0,0.0,79.0,21.0,11.67
454,drifblim,milotic,0.0,0.0,17.0,83.0,11.31
455,drifblim,chatot,0.0,0.0,78.0,22.0,9.1
456,drifblim,slowking,1.0,0.0,66.0,34.0,10.46
457,drifblim,gorebyss,0.0,0.0,86.0,14.0,7.68
458,drifblim,politoed,0.0,0.0,43.0,57.0,12.83
459,drifblim,lucario,0.0,0.0,46.0,54.0,9.44
460,drifblim,abomasnow,1.0,1.0,62.0,38.0,8.94
461,drifblim,weavile,0.0,1.0,7.0,93.0,7.55
462,drifblim,alolan sandslash,0.0,1.0,62.0,38.0,8.52
463,drifblim,cursola,0.0,1.0,73.0,27.0,7.23
464,drifblim,gengar,1.0,1.0,64.0,36.0,6.2
465,mismagius,skarmory,0.0,0.0,44.0,56.0,5.88
466,mismagius,vespiquen,0.0,0.0,42.0,58.0,8.04
467,mismagius,farfetch'd,0.0,0.0,92.0,8.0,4.72
468,mismagius,dodrio,0.0,0.0,39.0,61.0,5.69
469,mismagius,staraptor,0.0,0.0,26.0,74.0,6.54
470,mismagius,swellow,0.0,0.0,22.0,78.0,7.84
471,mismagius,hitmontop,0.0,-999.0,100.0,0.0,5.56
472,mismagius,noctowl,0.0,0.0,13.0,87.0,9.07
473,mismagius,crobat,0.0,0.0,5.0,95.0,6.21
474,mismagius,fearow,0.0,0.0,80.0,20.0,6.22
475,mismagius,pidgeot,0.0,0.0,31.0,69.0,6.75
476,mismagius,feraligatr,0.0,0.0,46.0,54.0,6.84
477,mismagius,kabutops,0.0,0.0,67.0,33.0,5.47
478,mismagius,dewgong,0.0,0.0,37.0,63.0,9.33
479,mismagius,seaking,0.0,0.0,39.0,61.0,7.15
480,mismagius,huntail,0.0,0.0,77.0,23.0,5.89
481,mismagius,kingdra,0.0,0.0,22.0,78.0,7.34
482,mismagius,lapras,0.0,0.0,19.0,81.0,11.53
483,mismagius,lumineon,0.0,0.0,68.0,32.0,7.9
484,mismagius,milotic,0.0,0.0,12.0,88.0,11.12
485,mismagius,chatot,0.0,0.0,82.0,18.0,6.58
486,mismagius,slowking,1.0,0.0,40.0,60.0,8.22
487,mismagius,gorebyss,0.0,0.0,86.0,14.0,6.0
488,mismagius,politoed,0.0,0.0,25.0,75.0,8.67
489,mismagius,lucario,0.0,0.0,53.0,47.0,6.39
490,mismagius,abomasnow,0.0,0.0,20.0,80.0,7.4
491,mismagius,weavile,0.0,1.0,1.0,99.0,3.99
492,mismagius,alolan sandslash,0.0,0.0,69.0,31.0,6.43
493,mismagius,cursola,-999.0,-999.0,0.0,0.0,40.0
494,mismagius,gengar,1.0,-1.0,97.0,3.0,5.2
495,mismagius,drifblim,1.0,0.0,55.0,45.0,7.93
496,froslass,skarmory,0.0,1.0,42.0,58.0,5.94
497,froslass,vespiquen,1.0,0.0,77.0,23.0,7.65
498,froslass,farfetch'd,1.0,0.0,92.0,8.0,4.24
499,froslass,dodrio,1.0,0.0,52.0,48.0,5.12
500,froslass,staraptor,1.0,0.0,45.0,55.0,6.27
501,froslass,swellow,1.0,0.0,43.0,57.0,7.63
502,froslass,hitmontop,0.0,-999.0,100.0,0.0,6.58
503,froslass,noctowl,1.0,0.0,39.0,61.0,9.71
504,froslass,crobat,1.0,0.0,7.0,93.0,6.47
505,froslass,fearow,1.0,0.0,89.0,11.0,5.13
506,froslass,pidgeot,1.0,0.0,53.0,47.0,6.48
507,froslass,feraligatr,-1.0,0.0,2.0,98.0,7.52
508,froslass,kabutops,0.0,1.0,46.0,54.0,5.36
509,froslass,dewgong,0.0,0.0,37.0,63.0,11.09
510,froslass,seaking,-1.0,0.0,5.0,95.0,8.41
511,froslass,huntail,-1.0,0.0,31.0,69.0,6.89
512,froslass,kingdra,0.0,0.0,7.0,93.0,7.27
513,froslass,lapras,0.0,0.0,2.0,98.0,11.12
514,froslass,lumineon,-1.0,0.0,43.0,57.0,10.05
515,froslass,milotic,-1.0,0.0,0.0,100.0,9.86
516,froslass,chatot,1.0,0.0,93.0,7.0,6.47
517,froslass,slowking,1.0,0.0,34.0,66.0,9.32
518,froslass,gorebyss,-1.0,0.0,26.0,74.0,7.3
519,froslass,politoed,-1.0,0.0,7.0,93.0,11.51
520,froslass,lucario,0.0,1.0,18.0,82.0,6.42
521,froslass,abomasnow,0.0,0.0,9.0,91.0,8.01
522,froslass,weavile,-1.0,1.0,0.0,100.0,4.14
523,froslass,alolan sandslash,0.0,1.0,42.0,58.0,6.42
524,froslass,cursola,0.0,1.0,14.0,86.0,5.94
525,froslass,gengar,1.0,1.0,42.0,58.0,4.82
526,froslass,drifblim,1.0,1.0,32.0,68.0,7.58
527,froslass,mismagius,0.0,1.0,12.0,88.0,6.2
528,shedinja,skarmory,0.0,1.0,0.0,100.0,1.4
529,shedinja,vespiquen,0.0,1.0,0.0,100.0,2.88
530,shedinja,farfetch'd,-1.0,1.0,0.0,100.0,1.76
531,shedinja,dodrio,-1.0,1.0,0.0,100.0,1.16
532,shedinja,staraptor,-1.0,1.0,0.0,100.0,1.18
533,shedinja,swellow,-1.0,1.0,1.0,99.0,1.99
534,shedinja,hitmontop,-1.0,-1000.0,100.0,0.0,10.64
535,shedinja,noctowl,-1.0,1.0,0.0,100.0,1.74
536,shedinja,crobat,0.0,1.0,0.0,100.0,1.42
537,shedinja,fearow,-1.0,1.0,0.0,100.0,1.68
538,shedinja,pidgeot,-1.0,1.0,0.0,100.0,1.6
539,shedinja,feraligatr,0.0,0.0,0.0,100.0,1.26
540,shedinja,kabutops,0.0,1.0,0.0,100.0,1.2
541,shedinja,dewgong,0.0,0.0,0.0,100.0,2.12
542,shedinja,seaking,0.0,0.0,0.0,100.0,1.62
543,shedinja,huntail,0.0,0.0,0.0,100.0,2.42
544,shedinja,kingdra,0.0,0.0,0.0,100.0,1.26
545,shedinja,lapras,0.0,0.0,0.0,100.0,1.78
546,shedinja,lumineon,0.0,0.0,2.0,98.0,1.9
547,shedinja,milotic,0.0,0.0,0.0,100.0,1.42
548,shedinja,chatot,-1.0,1.0,0.0,100.0,1.64
549,shedinja,slowking,1.0,0.0,0.0,100.0,2.52
550,shedinja,gorebyss,0.0,0.0,0.0,100.0,2.18
551,shedinja,politoed,0.0,0.0,0.0,100.0,1.72
552,shedinja,lucario,0.0,0.0,0.0,100.0,1.14
553,shedinja,abomasnow,1.0,0.0,0.0,100.0,2.06
554,shedinja,weavile,1.0,1.0,1.0,99.0,1.23
555,shedinja,alolan sandslash,0.0,0.0,0.0,100.0,2.1
556,shedinja,cursola,-1.0,1.0,0.0,100.0,2.14
557,shedinja,gengar,1.0,1.0,2.0,98.0,1.26
558,shedinja,drifblim,1.0,1.0,0.0,100.0,1.68
559,shedinja,mismagius,-1.0,1.0,0.0,100.0,1.34
560,shedinja,froslass,1.0,1.0,0.0,100.0,1.54
561,dusknoir,skarmory,0.0,0.0,65.0,35.0,10.49
562,dusknoir,vespiquen,0.0,0.0,91.0,9.0,11.82
563,dusknoir,farfetch'd,0.0,0.0,99.0,1.0,6.31
564,dusknoir,dodrio,0.0,0.0,74.0,26.0,6.76
565,dusknoir,staraptor,0.0,0.0,16.0,84.0,7.54
566,dusknoir,swellow,0.0,0.0,81.0,19.0,12.21
567,dusknoir,hitmontop,0.0,-999.0,100.0,0.0,10.52
568,dusknoir,noctowl,0.0,0.0,98.0,2.0,11.26
569,dusknoir,crobat,0.0,0.0,33.0,67.0,10.89
570,dusknoir,fearow,0.0,0.0,97.0,3.0,7.75
571,dusknoir,pidgeot,0.0,0.0,75.0,25.0,10.23
572,dusknoir,feraligatr,0.0,0.0,30.0,70.0,10.8
573,dusknoir,kabutops,0.0,0.0,13.0,87.0,6.09
574,dusknoir,dewgong,0.0,0.0,91.0,9.0,12.43
575,dusknoir,seaking,0.0,0.0,62.0,38.0,7.98
576,dusknoir,huntail,0.0,0.0,57.0,43.0,9.35
577,dusknoir,kingdra,0.0,0.0,2.0,98.0,4.54
578,dusknoir,lapras,0.0,0.0,28.0,72.0,10.56
579,dusknoir,lumineon,0.0,0.0,99.0,1.0,9.43
580,dusknoir,milotic,0.0,0.0,67.0,33.0,11.17
581,dusknoir,chatot,0.0,0.0,98.0,2.0,9.2
582,dusknoir,slowking,1.0,0.0,94.0,6.0,8.54
583,dusknoir,gorebyss,0.0,0.0,37.0,63.0,8.25
584,dusknoir,politoed,0.0,0.0,90.0,10.0,11.8
585,dusknoir,lucario,0.0,0.0,59.0,41.0,8.29
586,dusknoir,abomasnow,0.0,0.0,62.0,38.0,11.48
587,dusknoir,weavile,0.0,1.0,2.0,98.0,3.88
588,dusknoir,alolan sandslash,0.0,0.0,67.0,33.0,11.35
589,dusknoir,cursola,-999.0,-999.0,0.0,0.0,40.0
590,dusknoir,gengar,1.0,-1.0,94.0,6.0,5.74
591,dusknoir,drifblim,1.0,0.0,97.0,3.0,10.77
592,dusknoir,mismagius,-999.0,-999.0,0.0,0.0,40.0
593,dusknoir,froslass,1.0,0.0,98.0,2.0,6.76
594,dusknoir,shedinja,1.0,-1.0,100.0,0.0,2.64
595,exploud,skarmory,-1.0,0.0,40.0,60.0,9.58
596,exploud,vespiquen,0.0,0.0,56.0,44.0,11.62
597,exploud,farfetch'd,0.0,0.0,94.0,6.0,6.46
598,exploud,dodrio,0.0,0.0,70.0,30.0,7.24
599,exploud,staraptor,0.0,0.0,15.0,85.0,8.95
600,exploud,swellow,0.0,0.0,36.0,64.0,10.84
601,exploud,hitmontop,0.0,2.0,20.0,80.0,5.36
602,exploud,noctowl,0.0,0.0,55.0,45.0,11.78
603,exploud,crobat,0.0,0.0,18.0,82.0,8.54
604,exploud,fearow,0.0,0.0,79.0,21.0,8.25
605,exploud,pidgeot,0.0,0.0,39.0,61.0,9.41
606,exploud,feraligatr,0.0,0.0,29.0,71.0,9.09
607,exploud,kabutops,-1.0,0.0,18.0,82.0,7.9
608,exploud,dewgong,0.0,0.0,74.0,26.0,13.04
609,exploud,seaking,0.0,0.0,42.0,58.0,8.24
610,exploud,huntail,0.0,0.0,78.0,22.0,7.48
611,exploud,kingdra,0.0,0.0,28.0,72.0,8.86
612,exploud,lapras,0.0,0.0,17.0,83.0,12.75
613,exploud,lumineon,0.0,0.0,73.0,27.0,10.63
614,exploud,milotic,0.0,0.0,24.0,76.0,10.06
615,exploud,chatot,0.0,0.0,75.0,25.0,8.83
616,exploud,slowking,0.0,0.0,32.0,68.0,9.74
617,exploud,gorebyss,0.0,0.0,76.0,24.0,7.4
618,exploud,politoed,0.0,0.0,55.0,45.0,10.51
619,exploud,lucario,-1.0,2.0,1.0,99.0,5.69
620,exploud,abomasnow,0.0,0.0,34.0,66.0,10.62
621,exploud,weavile,0.0,0.0,13.0,87.0,8.01
622,exploud,alolan sandslash,-1.0,0.0,42.0,58.0,9.92
623,exploud,cursola,-1000.0,0.0,0.0,100.0,10.32
624,exploud,gengar,-1000.0,0.0,0.0,100.0,9.46
625,exploud,drifblim,-1000.0,0.0,0.0,100.0,12.04
626,exploud,mismagius,-1000.0,0.0,0.0,100.0,9.84
627,exploud,froslass,-1000.0,0.0,0.0,100.0,10.76
628,exploud,shedinja,-1000.0,0.0,0.0,100.0,12.66
629,exploud,dusknoir,-1000.0,0.0,0.0,100.0,11.34
630,camerupt,skarmory,1.0,0.0,85.0,15.0,6.15
631,camerupt,vespiquen,1.0,0.0,91.0,9.0,6.73
632,camerupt,farfetch'd,0.0,0.0,88.0,12.0,5.98
633,camerupt,dodrio,0.0,0.0,55.0,45.0,5.99
634,camerupt,staraptor,0.0,0.0,23.0,77.0,6.83
635,camerupt,swellow,0.0,0.0,28.0,72.0,8.88
636,camerupt,hitmontop,0.0,0.0,39.0,61.0,5.15
637,camerupt,noctowl,0.0,0.0,48.0,52.0,9.74
638,camerupt,crobat,0.0,0.0,11.0,89.0,7.07
639,camerupt,fearow,0.0,0.0,75.0,25.0,6.93
640,camerupt,pidgeot,0.0,0.0,34.0,66.0,7.66
641,camerupt,feraligatr,0.0,2.0,6.0,94.0,4.86
642,camerupt,kabutops,1.0,2.0,12.0,88.0,3.54
643,camerupt,dewgong,0.0,2.0,15.0,85.0,7.85
644,camerupt,seaking,0.0,2.0,10.0,90.0,4.66
645,camerupt,huntail,0.0,2.0,40.0,60.0,5.06
646,camerupt,kingdra,0.0,2.0,1.0,99.0,4.75
647,camerupt,lapras,0.0,2.0,0.0,100.0,5.42
648,camerupt,lumineon,0.0,2.0,39.0,61.0,6.79
649,camerupt,milotic,0.0,2.0,1.0,99.0,5.77
650,camerupt,chatot,0.0,0.0,74.0,26.0,7.94
651,camerupt,slowking,0.0,2.0,12.0,88.0,6.72
652,camerupt,gorebyss,0.0,2.0,30.0,70.0,4.82
653,camerupt,politoed,0.0,2.0,8.0,92.0,6.72
654,camerupt,lucario,1.0,0.0,16.0,84.0,5.3
655,camerupt,abomasnow,2.0,0.0,64.0,36.0,6.58
656,camerupt,weavile,1.0,0.0,16.0,84.0,5.5
657,camerupt,alolan sandslash,2.0,0.0,81.0,19.0,5.57
658,camerupt,cursola,0.0,0.0,72.0,28.0,6.14
659,camerupt,gengar,1.0,0.0,73.0,27.0,5.49
660,camerupt,drifblim,0.0,0.0,31.0,69.0,9.77
661,camerupt,mismagius,0.0,0.0,46.0,54.0,7.0
662,camerupt,froslass,1.0,0.0,78.0,22.0,6.72
663,camerupt,shedinja,1.0,0.0,100.0,0.0,2.34
664,camerupt,dusknoir,0.0,0.0,24.0,76.0,9.02
665,camerupt,exploud,0.0,0.0,43.0,57.0,8.75
666,torkoal,skarmory,1.0,0.0,89.0,11.0,8.21
667,torkoal,vespiquen,1.0,0.0,59.0,41.0,8.79
668,torkoal,farfetch'd,0.0,0.0,80.0,20.0,6.64
669,torkoal,dodrio,0.0,0.0,81.0,19.0,8.05
670,torkoal,staraptor,0.0,0.0,49.0,51.0,10.01
671,torkoal,swellow,0.0,0.0,23.0,77.0,9.35
672,torkoal,hitmontop,0.0,1.0,52.0,48.0,7.0
673,torkoal,noctowl,0.0,0.0,26.0,74.0,10.18
674,torkoal,crobat,0.0,0.0,18.0,82.0,9.28
675,torkoal,fearow,0.0,0.0,73.0,27.0,8.65
676,torkoal,pidgeot,0.0,0.0,59.0,41.0,10.11
677,torkoal,feraligatr,0.0,1.0,23.0,77.0,8.05
678,torkoal,kabutops,-1.0,1.0,26.0,74.0,7.8
679,torkoal,dewgong,0.0,1.0,7.0,93.0,8.41
680,torkoal,seaking,0.0,1.0,28.0,72.0,7.86
681,torkoal,huntail,0.0,1.0,30.0,70.0,6.62
682,torkoal,kingdra,0.0,1.0,0.0,100.0,5.36
683,torkoal,lapras,0.0,1.0,0.0,100.0,4.76
684,torkoal,lumineon,0.0,1.0,31.0,69.0,8.67
685,torkoal,milotic,0.0,1.0,3.0,97.0,6.71
686,torkoal,chatot,0.0,0.0,48.0,52.0,8.02
687,torkoal,slowking,0.0,1.0,10.0,90.0,7.58
688,torkoal,gorebyss,0.0,1.0,18.0,82.0,5.78
689,torkoal,politoed,0.0,1.0,5.0,95.0,7.11
690,torkoal,lucario,1.0,1.0,1.0,99.0,3.97
691,torkoal,abomasnow,2.0,-1.0,83.0,17.0,8.99
692,torkoal,weavile,1.0,0.0,45.0,55.0,8.71
693,torkoal,alolan sandslash,2.0,-1.0,100.0,0.0,7.98
694,torkoal,cursola,0.0,0.0,59.0,41.0,6.05
695,torkoal,gengar,0.0,0.0,29.0,71.0,6.27
696,torkoal,drifblim,0.0,0.0,14.0,86.0,9.34
697,torkoal,mismagius,0.0,0.0,28.0,72.0,6.78
698,torkoal,froslass,1.0,-1.0,72.0,28.0,7.56
699,torkoal,shedinja,1.0,-1.0,100.0,0.0,2.62
700,torkoal,dusknoir,0.0,0.0,14.0,86.0,12.34
701,torkoal,exploud,0.0,0.0,12.0,88.0,9.5
702,torkoal,camerupt,0.0,1.0,10.0,90.0,6.2
703,exeggutor,skarmory,-1.0,1.0,15.0,85.0,9.47
704,exeggutor,vespiquen,0.0,2.0,93.0,7.0,10.61
705,exeggutor,farfetch'd,0.0,1.0,58.0,42.0,9.62
706,exeggutor,dodrio,0.0,1.0,8.0,92.0,7.86
707,exeggutor,staraptor,0.0,1.0,5.0,95.0,7.45
708,exeggutor,swellow,0.0,1.0,24.0,76.0,12.16
709,exeggutor,hitmontop,1.0,0.0,70.0,30.0,8.18
710,exeggutor,noctowl,0.0,1.0,8.0,92.0,12.2
711,exeggutor,crobat,1.0,1.0,13.0,87.0,8.93
712,exeggutor,fearow,0.0,1.0,36.0,64.0,10.7
713,exeggutor,pidgeot,0.0,1.0,15.0,85.0,10.09
714,exeggutor,feraligatr,1.0,0.0,41.0,59.0,10.51
715,exeggutor,kabutops,2.0,0.0,47.0,53.0,7.01
716,exeggutor,dewgong,1.0,1.0,42.0,58.0,12.34
717,exeggutor,seaking,1.0,0.0,49.0,51.0,10.39
718,exeggutor,huntail,1.0,0.0,100.0,0.0,6.76
719,exeggutor,kingdra,0.0,0.0,13.0,87.0,9.11
720,exeggutor,lapras,1.0,1.0,3.0,97.0,8.67
721,exeggutor,lumineon,1.0,0.0,82.0,18.0,12.4
722,exeggutor,milotic,1.0,0.0,18.0,82.0,12.5
723,exeggutor,chatot,0.0,1.0,30.0,70.0,10.02
724,exeggutor,slowking,1.0,-1.0,100.0,0.0,12.71
725,exeggutor,gorebyss,1.0,0.0,99.0,1.0,8.12
726,exeggutor,politoed,1.0,0.0,47.0,53.0,12.81
727,exeggutor,lucario,0.0,0.0,18.0,82.0,8.88
728,exeggutor,abomasnow,0.0,1.0,51.0,49.0,11.4
729,exeggutor,weavile,0.0,1.0,2.0,98.0,6.5
730,exeggutor,alolan sandslash,-1.0,1.0,39.0,61.0,12.07
731,exeggutor,cursola,0.0,1.0,88.0,12.0,9.72
732,exeggutor,gengar,1.0,1.0,27.0,73.0,6.65
733,exeggutor,drifblim,0.0,1.0,4.0,96.0,10.84
734,exeggutor,mismagius,0.0,1.0,14.0,86.0,8.36
735,exeggutor,froslass,0.0,1.0,34.0,66.0,8.76
736,exeggutor,shedinja,0.0,2.0,94.0,6.0,3.31
737,exeggutor,dusknoir,0.0,1.0,92.0,8.0,11.24
738,exeggutor,exploud,0.0,0.0,24.0,76.0,14.18
739,exeggutor,camerupt,0.0,1.0,85.0,15.0,10.09
740,exeggutor,torkoal,0.0,1.0,99.0,1.0,9.49
741,alolan exeggutor,skarmory,-1.0,1.0,14.0,86.0,9.9
742,alolan exeggutor,vespiquen,0.0,1.0,95.0,5.0,10.48
743,alolan exeggutor,farfetch'd,0.0,1.0,51.0,49.0,8.83
744,alolan exeggutor,dodrio,0.0,1.0,20.0,80.0,7.54
745,alolan exeggutor,staraptor,0.0,1.0,4.0,96.0,7.28
746,alolan exeggutor,swellow,0.0,1.0,17.0,83.0,12.27
747,alolan exeggutor,hitmontop,0.0,0.0,29.0,71.0,7.89
748,alolan exeggutor,noctowl,0.0,1.0,12.0,88.0,12.44
749,alolan exeggutor,crobat,0.0,1.0,3.0,97.0,9.25
750,alolan exeggutor,fearow,0.0,1.0,43.0,57.0,10.47
751,alolan exeggutor,pidgeot,0.0,1.0,14.0,86.0,9.82
752,alolan exeggutor,feraligatr,1.0,0.0,40.0,60.0,10.18
753,alolan exeggutor,kabutops,2.0,0.0,48.0,52.0,6.92
754,alolan exeggutor,dewgong,1.0,2.0,27.0,73.0,9.63
755,alolan exeggutor,seaking,1.0,0.0,41.0,59.0,9.79
756,alolan exeggutor,huntail,1.0,0.0,75.0,25.0,8.63
757,alolan exeggutor,kingdra,1.0,1.0,14.0,86.0,7.18
758,alolan exeggutor,lapras,1.0,2.0,0.0,100.0,6.62
759,alolan exeggutor,lumineon,1.0,0.0,83.0,17.0,12.43
760,alolan exeggutor,milotic,1.0,0.0,19.0,81.0,12.15
761,alolan exeggutor,chatot,0.0,1.0,29.0,71.0,10.47
762,alolan exeggutor,slowking,1.0,0.0,96.0,4.0,12.48
763,alolan exeggutor,gorebyss,1.0,0.0,69.0,31.0,7.99
764,alolan exeggutor,politoed,1.0,0.0,47.0,53.0,12.59
765,alolan exeggutor,lucario,-1.0,0.0,1.0,99.0,7.09
766,alolan exeggutor,abomasnow,0.0,2.0,4.0,96.0,8.0
767,alolan exeggutor,weavile,0.0,2.0,2.0,98.0,5.28
768,alolan exeggutor,alolan sandslash,-1.0,2.0,2.0,98.0,7.88
769,alolan exeggutor,cursola,0.0,0.0,100.0,0.0,8.99
770,alolan exeggutor,gengar,0.0,1.0,12.0,88.0,7.24
771,alolan exeggutor,drifblim,0.0,1.0,8.0,92.0,11.12
772,alolan exeggutor,mismagius,0.0,0.0,26.0,74.0,10.32
773,alolan exeggutor,froslass,0.0,2.0,14.0,86.0,7.9
774,alolan exeggutor,shedinja,0.0,1.0,95.0,5.0,4.21
775,alolan exeggutor,dusknoir,0.0,0.0,100.0,0.0,12.11
776,alolan exeggutor,exploud,0.0,0.0,25.0,75.0,13.91
777,alolan exeggutor,camerupt,0.0,0.0,63.0,37.0,10.53
778,alolan exeggutor,torkoal,0.0,0.0,82.0,18.0,11.52
779,alolan exeggutor,exeggutor,0.0,0.0,1.0,99.0,15.05
780,marowak,skarmory,-1.0,0.0,51.0,49.0,10.35
781,marowak,vespiquen,0.0,0.0,69.0,31.0,8.15
782,marowak,farfetch'd,0.0,0.0,68.0,32.0,7.02
783,marowak,dodrio,0.0,0.0,49.0,51.0,7.05
784,marowak,staraptor,0.0,0.0,10.0,90.0,7.18
785,marowak,swellow,0.0,0.0,23.0,77.0,8.91
786,marowak,hitmontop,0.0,1.0,23.0,77.0,4.61
787,marowak,noctowl,0.0,0.0,28.0,72.0,9.64
788,marowak,crobat,0.0,0.0,11.0,89.0,8.91
789,marowak,fearow,0.0,0.0,71.0,29.0,7.79
790,marowak,pidgeot,0.0,0.0,60.0,40.0,9.6
791,marowak,feraligatr,0.0,1.0,9.0,91.0,6.89
792,marowak,kabutops,1.0,1.0,24.0,76.0,4.26
793,marowak,dewgong,0.0,1.0,27.0,73.0,7.99
794,marowak,seaking,0.0,1.0,19.0,81.0,6.55
795,marowak,huntail,0.0,1.0,56.0,44.0,6.38
796,marowak,kingdra,0.0,1.0,5.0,95.0,4.57
797,marowak,lapras,0.0,1.0,0.0,100.0,5.4
798,marowak,lumineon,0.0,1.0,44.0,56.0,6.9
799,marowak,milotic,0.0,1.0,5.0,95.0,5.69
800,marowak,chatot,0.0,0.0,35.0,65.0,7.89
801,marowak,slowking,0.0,1.0,10.0,90.0,6.76
802,marowak,gorebyss,0.0,1.0,27.0,73.0,5.23
803,marowak,politoed,0.0,1.0,13.0,87.0,6.69
804,marowak,lucario,1.0,1.0,6.0,94.0,3.42
805,marowak,abomasnow,0.0,1.0,21.0,79.0,7.63
806,marowak,weavile,0.0,1.0,2.0,98.0,4.32
807,marowak,alolan sandslash,1.0,1.0,27.0,73.0,7.67
808,marowak,cursola,0.0,0.0,48.0,52.0,5.44
809,marowak,gengar,1.0,-1.0,58.0,42.0,5.76
810,marowak,drifblim,-1000.0,0.0,0.0,100.0,8.64
811,marowak,mismagius,0.0,0.0,25.0,75.0,6.35
812,marowak,froslass,0.0,1.0,17.0,83.0,5.65
813,marowak,shedinja,-1.0,0.0,100.0,0.0,2.44
814,marowak,dusknoir,0.0,0.0,95.0,5.0,5.39
815,marowak,exploud,0.0,0.0,12.0,88.0,8.82
816,marowak,camerupt,1.0,0.0,51.0,49.0,6.63
817,marowak,torkoal,1.0,0.0,43.0,57.0,9.45
818,marowak,exeggutor,0.0,1.0,12.0,88.0,7.27
819,marowak,alolan exeggutor,0.0,1.0,38.0,62.0,9.32
820,alolan marowak,skarmory,1.0,0.0,84.0,16.0,7.62
821,alolan marowak,vespiquen,1.0,0.0,80.0,20.0,6.76
822,alolan marowak,farfetch'd,0.0,0.0,73.0,27.0,7.03
823,alolan marowak,dodrio,0.0,0.0,51.0,49.0,7.03
824,alolan marowak,staraptor,0.0,0.0,11.0,89.0,7.15
825,alolan marowak,swellow,0.0,0.0,24.0,76.0,9.04
826,alolan marowak,hitmontop,0.0,-1000.0,100.0,0.0,7.54
827,alolan marowak,noctowl,0.0,0.0,30.0,70.0,9.66
828,alolan marowak,crobat,0.0,0.0,20.0,80.0,8.98
829,alolan marowak,fearow,0.0,0.0,74.0,26.0,7.84
830,alolan marowak,pidgeot,0.0,0.0,63.0,37.0,9.77
831,alolan marowak,feraligatr,-1.0,1.0,7.0,93.0,7.03
832,alolan marowak,kabutops,0.0,1.0,11.0,89.0,4.41
833,alolan marowak,dewgong,0.0,1.0,24.0,76.0,7.56
834,alolan marowak,seaking,-1.0,1.0,4.0,96.0,6.62
835,alolan marowak,huntail,-1.0,1.0,34.0,66.0,7.22
836,alolan marowak,kingdra,0.0,1.0,3.0,97.0,4.79
837,alolan marowak,lapras,0.0,1.0,0.0,100.0,5.04
838,alolan marowak,lumineon,-1.0,1.0,28.0,72.0,8.18
839,alolan marowak,milotic,-1.0,1.0,3.0,97.0,6.41
840,alolan marowak,chatot,0.0,0.0,46.0,54.0,8.38
841,alolan marowak,slowking,1.0,1.0,27.0,73.0,6.27
842,alolan marowak,gorebyss,-1.0,1.0,10.0,90.0,5.4
843,alolan marowak,politoed,-1.0,1.0,3.0,97.0,6.81
844,alolan marowak,lucario,1.0,-1.0,42.0,58.0,6.66
845,alolan marowak,abomasnow,2.0,-1.0,90.0,10.0,7.86
846,alolan marowak,weavile,1.0,1.0,7.0,93.0,4.27
847,alolan marowak,alolan sandslash,2.0,-1.0,88.0,12.0,11.49
848,alolan marowak,cursola,0.0,1.0,25.0,75.0,4.73
849,alolan marowak,gengar,1.0,1.0,18.0,82.0,3.92
850,alolan marowak,drifblim,1.0,1.0,14.0,86.0,7.06
851,alolan marowak,mismagius,0.0,1.0,9.0,91.0,5.19
852,alolan marowak,froslass,1.0,1.0,34.0,66.0,5.46
853,alolan marowak,shedinja,1.0,1.0,97.0,3.0,2.3
854,alolan marowak,dusknoir,0.0,1.0,89.0,11.0,5.05
855,alolan marowak,exploud,0.0,-1000.0,100.0,0.0,12.8
856,alolan marowak,camerupt,0.0,1.0,21.0,79.0,5.89
857,alolan marowak,torkoal,-1.0,-1.0,25.0,75.0,15.01
858,alolan marowak,exeggutor,1.0,0.0,36.0,64.0,8.4
859,alolan marowak,alolan exeggutor,0.0,0.0,50.0,50.0,9.84
